5.323162e+02,2,157,3,4,5.600000e-07,2.800000e-07,2.800000e-07,2.980364e-05,2.365517e-05,2.365517e-05,9.873472e-01,6.696393e-01
5.723846e+02,2,159,9,98,3.080000e-07,2.800000e-07,2.800000e-08,2.441876e-05,2.365517e-05,1.097976e-05,8.572171e-01,1.045487e+00
2.707060e+03,2,161,95,8,3.080000e-07,2.800000e-08,2.800000e-07,2.441876e-05,1.097976e-05,2.365517e-05,8.402149e-01,1.188651e+00
8.714388e+03,3,163,87,7,3.080000e-07,2.800000e-08,2.800000e-07,2.441876e-05,1.097976e-05,2.365517e-05,8.615874e-01,7.291693e-01
1.055216e+04,2,165,47,50,5.600000e-08,2.800000e-08,2.800000e-08,1.383363e-05,1.097976e-05,1.097976e-05,4.586821e-01,8.572107e-01
1.905253e+04,8,167,26,25,2.800000e-08,2.800000e-08,2.800000e-08,1.097976e-05,1.097976e-05,1.097976e-05,6.156766e-01,9.188842e-01
1.905253e+04,8,168,26,25,2.800000e-08,2.800000e-08,2.800000e-08,1.097976e-05,1.097976e-05,1.097976e-05,6.156766e-01,9.188842e-01
3.030767e+04,2,170,116,11,3.080000e-07,2.800000e-08,2.800000e-07,2.441876e-05,1.097976e-05,2.365517e-05,8.428859e-01,9.803833e-01
5.184262e+04,2,172,41,5,3.080000e-07,2.800000e-08,2.800000e-07,2.441876e-05,1.097976e-05,2.365517e-05,9.689256e-01,8.146975e-01
5.860111e+04,8,174,79,76,2.800000e-08,2.800000e-08,2.800000e-08,1.097976e-05,1.097976e-05,1.097976e-05,5.326483e-01,1.154979e+00
5.860111e+04,8,175,79,76,2.800000e-08,2.800000e-08,2.800000e-08,1.097976e-05,1.097976e-05,1.097976e-05,5.326483e-01,1.154979e+00
5.901020e+04,8,177,42,37,2.800000e-08,2.800000e-08,2.800000e-08,1.097976e-05,1.097976e-05,1.097976e-05,9.619926e-01,1.359585e+00
5.901020e+04,8,178,42,37,2.800000e-08,2.800000e-08,2.800000e-08,1.097976e-05,1.097976e-05,1.097976e-05,9.619926e-01,1.359585e+00
8.408902e+04,8,180,39,62,2.800000e-08,2.800000e-08,2.800000e-08,1.097976e-05,1.097976e-05,1.097976e-05,8.242070e-01,7.358410e-01
8.408902e+04,8,181,39,62,2.800000e-08,2.800000e-08,2.800000e-08,1.097976e-05,1.097976e-05,1.097976e-05,8.242070e-01,7.358410e-01
8.733708e+04,8,183,2,27,2.800000e-07,2.800000e-07,2.800000e-08,2.365517e-05,2.365517e-05,1.097976e-05,1.675120e+00,1.157931e+00
8.733708e+04,8,184,2,27,2.800000e-08,2.800000e-07,2.800000e-08,1.097976e-05,2.365517e-05,1.097976e-05,1.675120e+00,1.157931e+00
8.753176e+04,2,186,54,72,5.600000e-08,2.800000e-08,2.800000e-08,1.383363e-05,1.097976e-05,1.097976e-05,4.642342e-01,1.072992e+00
9.515065e+04,3,188,178,53,5.600000e-08,2.800000e-08,2.800000e-08,1.383363e-05,1.097976e-05,1.097976e-05,5.156083e-01,4.754238e-01
1.541158e+05,4,190,1,183,5.183492e-07,2.800000e-07,2.800000e-07,2.904563e-05,2.365517e-05,2.365517e-05,1.079249e+00,5.134571e-01
1.541158e+05,4,191,1,183,4.165083e-08,2.800000e-07,2.800000e-07,1.253376e-05,2.365517e-05,2.365517e-05,1.079249e+00,5.134571e-01
