0.000000e+00,0.000000e+00,1.633457e-06,1.825000e+01,7.300000e+01,1.745324e-02,-1.570796e+00,1.216667e+02,1.745411e-02,1.570796e+00,0.000000e+00,-1.910907e+00,7.297498e+01,0.000000e+00,3.038466e+00,1.216287e+02
3.200000e-02,1.627188e-12,1.633452e-06,1.825000e+01,7.300000e+01,1.745341e-02,-1.570780e+00,1.216667e+02,1.745453e-02,-1.570779e+00,-5.227453e-06,-1.910891e+00,7.297498e+01,2.516558e-06,3.038453e+00,1.216287e+02
6.300000e-02,1.055149e-11,1.633443e-06,1.825000e+01,7.300000e+01,1.745344e-02,-1.570735e+00,1.216667e+02,1.745498e-02,-1.570725e+00,-3.436407e-05,-1.910856e+00,7.297499e+01,1.780345e-05,3.038421e+00,1.216287e+02
9.500000e-02,2.823193e-11,1.633437e-06,1.825000e+01,7.300000e+01,1.745326e-02,-1.570710e+00,1.216667e+02,1.745501e-02,-1.570682e+00,-9.436431e-05,-1.910828e+00,7.297499e+01,5.540380e-05,3.038379e+00,1.216287e+02
1.260000e-01,4.736108e-11,1.633441e-06,1.825000e+01,7.300000e+01,1.745326e-02,-1.570719e+00,1.216667e+02,1.745482e-02,-1.570677e+00,-1.649276e-04,-1.910827e+00,7.297499e+01,1.142775e-04,3.038342e+00,1.216287e+02
1.580000e-01,6.040666e-11,1.633453e-06,1.825000e+01,7.300000e+01,1.745357e-02,-1.570742e+00,1.216667e+02,1.745466e-02,-1.570702e+00,-2.247568e-04,-1.910853e+00,7.297498e+01,1.921574e-04,3.038320e+00,1.216287e+02
1.890000e-01,6.220204e-11,1.633466e-06,1.825000e+01,7.300000e+01,1.745398e-02,-1.570757e+00,1.216667e+02,1.745466e-02,-1.570741e+00,-2.548552e-04,-1.910887e+00,7.297498e+01,2.733446e-04,3.038319e+00,1.216287e+02
2.200000e-01,5.610607e-11,1.633470e-06,1.825000e+01,7.300000e+01,1.745420e-02,-1.570761e+00,1.216667e+02,1.745483e-02,-1.570778e+00,-2.613793e-04,-1.910905e+00,7.297498e+01,3.480857e-04,3.038340e+00,1.216287e+02
2.520000e-01,5.019946e-11,1.633463e-06,1.825000e+01,7.300000e+01,1.745407e-02,-1.570762e+00,1.216667e+02,1.745513e-02,-1.570805e+00,-2.638637e-04,-1.910896e+00,7.297498e+01,4.081373e-04,3.038377e+00,1.216287e+02
2.830000e-01,5.364553e-11,1.633447e-06,1.825000e+01,7.300000e+01,1.745365e-02,-1.570778e+00,1.216667e+02,1.745542e-02,-1.570817e+00,-2.846567e-04,-1.910865e+00,7.297498e+01,4.447868e-04,3.038416e+00,1.216287e+02
3.150000e-01,7.044915e-11,1.633431e-06,1.825000e+01,7.300000e+01,1.745322e-02,-1.570817e+00,1.216667e+02,1.745562e-02,-1.570818e+00,-3.358726e-04,-1.910833e+00,7.297498e+01,4.617941e-04,3.038448e+00,1.216287e+02
3.460000e-01,9.534741e-11,1.633426e-06,1.825000e+01,7.300000e+01,1.745309e-02,-1.570870e+00,1.216667e+02,1.745564e-02,-1.570816e+00,-4.049804e-04,-1.910824e+00,7.297498e+01,4.651514e-04,3.038463e+00,1.216287e+02
3.770000e-01,1.190922e-10,1.633434e-06,1.825000e+01,7.300000e+01,1.745336e-02,-1.570922e+00,1.216667e+02,1.745549e-02,-1.570818e+00,-4.701838e-04,-1.910843e+00,7.297498e+01,4.661012e-04,3.038457e+00,1.216287e+02
4.090000e-01,1.329813e-10,1.633451e-06,1.825000e+01,7.300000e+01,1.745387e-02,-1.570956e+00,1.216667e+02,1.745520e-02,-1.570828e+00,-5.112983e-04,-1.910880e+00,7.297498e+01,4.762608e-04,3.038431e+00,1.216287e+02
4.400000e-01,1.339922e-10,1.633464e-06,1.825000e+01,7.300000e+01,1.745423e-02,-1.570966e+00,1.216667e+02,1.745486e-02,-1.570845e+00,-5.226263e-04,-1.910905e+00,7.297498e+01,5.038835e-04,3.038394e+00,1.216287e+02
4.720000e-01,1.287775e-10,1.633467e-06,1.825000e+01,7.300000e+01,1.745421e-02,-1.570967e+00,1.216667e+02,1.745453e-02,-1.570868e+00,-5.241725e-04,-1.910900e+00,7.297498e+01,5.548130e-04,3.038354e+00,1.216287e+02
5.030000e-01,1.274918e-10,1.633459e-06,1.825000e+01,7.300000e+01,1.745383e-02,-1.570977e+00,1.216667e+02,1.745432e-02,-1.570891e+00,-5.419804e-04,-1.910870e+00,7.297498e+01,6.235127e-04,3.038326e+00,1.216287e+02
5.350000e-01,1.361559e-10,1.633447e-06,1.825000e+01,7.300000e+01,1.745338e-02,-1.571010e+00,1.216667e+02,1.745426e-02,-1.570912e+00,-5.912443e-04,-1.910836e+00,7.297498e+01,7.059191e-04,3.038317e+00,1.216287e+02
5.660000e-01,1.522682e-10,1.633441e-06,1.825000e+01,7.300000e+01,1.745322e-02,-1.571056e+00,1.216667e+02,1.745435e-02,-1.570929e+00,-6.598766e-04,-1.910823e+00,7.297498e+01,7.851395e-04,3.038330e+00,1.216287e+02
5.970000e-01,1.687659e-10,1.633444e-06,1.825000e+01,7.300000e+01,1.745344e-02,-1.571101e+00,1.216667e+02,1.745457e-02,-1.570942e+00,-7.257393e-04,-1.910840e+00,7.297498e+01,8.520646e-04,3.038362e+00,1.216287e+02
6.290000e-01,1.792676e-10,1.633451e-06,1.825000e+01,7.300000e+01,1.745389e-02,-1.571130e+00,1.216667e+02,1.745486e-02,-1.570952e+00,-7.692276e-04,-1.910874e+00,7.297498e+01,8.997278e-04,3.038404e+00,1.216287e+02
6.600000e-01,1.818043e-10,1.633457e-06,1.825000e+01,7.300000e+01,1.745423e-02,-1.571139e+00,1.216667e+02,1.745512e-02,-1.570958e+00,-7.834722e-04,-1.910901e+00,7.297498e+01,9.233124e-04,3.038441e+00,1.216287e+02
6.920000e-01,1.814723e-10,1.633455e-06,1.825000e+01,7.300000e+01,1.745425e-02,-1.571140e+00,1.216667e+02,1.745530e-02,-1.570961e+00,-7.846520e-04,-1.910903e+00,7.297498e+01,9.300392e-04,3.038463e+00,1.216287e+02
7.230000e-01,1.855567e-10,1.633447e-06,1.825000e+01,7.300000e+01,1.745391e-02,-1.571148e+00,1.216667e+02,1.745533e-02,-1.570961e+00,-7.960055e-04,-1.910878e+00,7.297498e+01,9.306107e-04,3.038462e+00,1.216287e+02
7.540000e-01,1.985298e-10,1.633437e-06,1.825000e+01,7.299999e+01,1.745346e-02,-1.571176e+00,1.216667e+02,1.745521e-02,-1.570960e+00,-8.338509e-04,-1.910844e+00,7.297498e+01,9.382367e-04,3.038439e+00,1.216287e+02
7.860000e-01,2.194891e-10,1.633434e-06,1.825000e+01,7.299999e+01,1.745318e-02,-1.571224e+00,1.216667e+02,1.745498e-02,-1.570962e+00,-8.993302e-04,-1.910824e+00,7.297498e+01,9.645823e-04,3.038400e+00,1.216287e+02
8.170000e-01,2.395409e-10,1.633441e-06,1.825000e+01,7.299999e+01,1.745329e-02,-1.571273e+00,1.216667e+02,1.745472e-02,-1.570969e+00,-9.691189e-04,-1.910832e+00,7.297498e+01,1.012859e-03,3.038359e+00,1.216287e+02
8.490000e-01,2.509367e-10,1.633457e-06,1.825000e+01,7.299999e+01,1.745372e-02,-1.571309e+00,1.216667e+02,1.745450e-02,-1.570986e+00,-1.022197e-03,-1.910865e+00,7.297498e+01,1.083587e-03,3.038328e+00,1.216287e+02
8.800000e-01,2.496786e-10,1.633470e-06,1.825000e+01,7.299999e+01,1.745413e-02,-1.571322e+00,1.216667e+02,1.745442e-02,-1.571013e+00,-1.043553e-03,-1.910897e+00,7.297498e+01,1.163561e-03,3.038316e+00,1.216287e+02
9.120000e-01,2.412303e-10,1.633472e-06,1.825000e+01,7.299999e+01,1.745421e-02,-1.571323e+00,1.216667e+02,1.745451e-02,-1.571049e+00,-1.045830e-03,-1.910906e+00,7.297498e+01,1.245353e-03,3.038328e+00,1.216287e+02
9.430000e-01,2.367925e-10,1.633460e-06,1.825000e+01,7.299999e+01,1.745388e-02,-1.571331e+00,1.216667e+02,1.745477e-02,-1.571086e+00,-1.054490e-03,-1.910884e+00,7.297498e+01,1.312313e-03,3.038357e+00,1.216287e+02
9.740000e-01,2.443351e-10,1.633443e-06,1.825000e+01,7.299999e+01,1.745339e-02,-1.571361e+00,1.216667e+02,1.745513e-02,-1.571118e+00,-1.089825e-03,-1.910848e+00,7.297498e+01,1.359662e-03,3.038396e+00,1.216287e+02
