0.000000e+00,1.730869e-01,1.000000e-02,8.726557e-03,0.000000e+00,0.000000e+00,0.000000e+00,-3.630371e-03,4.160036e-01,2.329232e-01,1.006155e-02,7.522176e-03,6.283185e+00,3.141593e+00,-0.000000e+00,3.630170e-03,4.825867e-01
3.200000e-02,1.730818e-01,9.981849e-03,8.726162e-03,-5.242129e-03,-1.347677e-05,-4.892275e-08,-3.630155e-03,4.159976e-01,2.329288e-01,1.007647e-02,7.521651e-03,6.955638e-03,3.141580e+00,4.738642e-08,3.629960e-03,4.825925e-01
6.300000e-02,1.730739e-01,9.958289e-03,8.725660e-03,-9.676225e-03,-5.874193e-05,-2.132252e-07,-3.629864e-03,4.159882e-01,2.329375e-01,1.009440e-02,7.520941e-03,1.212312e-02,3.141537e+00,2.025077e-07,3.629685e-03,4.826014e-01
9.500000e-02,1.730679e-01,9.947575e-03,8.725446e-03,-1.302241e-02,-1.066143e-04,-3.869792e-07,-3.629712e-03,4.159810e-01,2.329436e-01,1.009885e-02,7.520564e-03,1.567724e-02,3.141495e+00,3.554444e-07,3.629550e-03,4.826077e-01
1.260000e-01,1.730643e-01,9.946530e-03,8.725436e-03,-1.512276e-02,-1.375733e-04,-4.993455e-07,-3.629670e-03,4.159767e-01,2.329467e-01,1.009305e-02,7.520446e-03,1.768204e-02,3.141472e+00,4.394606e-07,3.629518e-03,4.826109e-01
1.580000e-01,1.730621e-01,9.949277e-03,8.725495e-03,-1.640872e-02,-1.538186e-04,-5.583108e-07,-3.629671e-03,4.159740e-01,2.329479e-01,1.008286e-02,7.520426e-03,1.856339e-02,3.141464e+00,4.683026e-07,3.629518e-03,4.826122e-01
1.890000e-01,1.730609e-01,9.952363e-03,8.725549e-03,-1.709660e-02,-1.595507e-04,-5.791181e-07,-3.629681e-03,4.159726e-01,2.329478e-01,1.007338e-02,7.520425e-03,1.853782e-02,3.141464e+00,4.672295e-07,3.629517e-03,4.826121e-01
2.200000e-01,1.730604e-01,9.954455e-03,8.725577e-03,-1.748286e-02,-1.606541e-04,-5.831241e-07,-3.629687e-03,4.159719e-01,2.329467e-01,1.006713e-02,7.520423e-03,1.792110e-02,3.141465e+00,4.618145e-07,3.629507e-03,4.826110e-01
2.520000e-01,1.730603e-01,9.955339e-03,8.725581e-03,-1.775988e-02,-1.606698e-04,-5.831812e-07,-3.629688e-03,4.159718e-01,2.329449e-01,1.006567e-02,7.520428e-03,1.695781e-02,3.141464e+00,4.656187e-07,3.629496e-03,4.826091e-01
2.830000e-01,1.730605e-01,9.955417e-03,8.725574e-03,-1.803018e-02,-1.611672e-04,-5.849865e-07,-3.629688e-03,4.159721e-01,2.329426e-01,1.006944e-02,7.520460e-03,1.598136e-02,3.141461e+00,4.795324e-07,3.629494e-03,4.826068e-01
3.150000e-01,1.730610e-01,9.955471e-03,8.725569e-03,-1.836506e-02,-1.621407e-04,-5.885207e-07,-3.629690e-03,4.159727e-01,2.329400e-01,1.007802e-02,7.520531e-03,1.517690e-02,3.141456e+00,4.964545e-07,3.629507e-03,4.826040e-01
3.460000e-01,1.730616e-01,9.956199e-03,8.725568e-03,-1.873695e-02,-1.627677e-04,-5.907972e-07,-3.629696e-03,4.159734e-01,2.329372e-01,1.008937e-02,7.520626e-03,1.477014e-02,3.141453e+00,5.054875e-07,3.629531e-03,4.826011e-01
3.770000e-01,1.730623e-01,9.958006e-03,8.725567e-03,-1.911068e-02,-1.624986e-04,-5.898219e-07,-3.629703e-03,4.159743e-01,2.329343e-01,1.010169e-02,7.520724e-03,1.481799e-02,3.141454e+00,5.020936e-07,3.629555e-03,4.825981e-01
