1.2275000469593370E+10	7.4845158254270556E+00
1.2275645582720903E+10	7.4961891477111307E+00
1.2276419718473944E+10	7.5372491836763027E+00
1.2277348681377592E+10	7.6032073670859983E+00
1.2277886834258232E+10	7.6190301634565927E+00
1.2278532617714996E+10	7.6528892741594463E+00
1.2279307557863115E+10	7.7077232910480618E+00
1.2280237486040859E+10	7.7779315893296443E+00
1.2280776058200403E+10	7.7897180009531271E+00
1.2281422344791857E+10	7.8286088122600042E+00
1.2282197888701601E+10	7.8876587669045009E+00
1.2283128541393293E+10	7.9551801119533518E+00
1.2283899227313194E+10	7.9920937591333034E+00
1.2284599443934683E+10	8.0299320941104693E+00
1.2285439703880472E+10	8.0964256963080903E+00
1.2285943859847946E+10	8.1085342997394907E+00
1.2286548847008915E+10	8.1403880976290157E+00
1.2287274831602076E+10	8.1869624718733895E+00
1.2288146013113869E+10	8.2635174069350441E+00
1.2288639389834999E+10	8.2754650512819534E+00
1.2289231441900356E+10	8.3086833381281195E+00
1.2289941904378784E+10	8.3593943942156397E+00
1.2290794459352898E+10	8.4289601601698330E+00
1.2291258783513794E+10	8.4334357349673805E+00
1.2291815972506868E+10	8.4661408447114059E+00
1.2292484599298555E+10	8.5177881074813868E+00
1.2293286951448584E+10	8.5770119044596491E+00
1.2293734984553219E+10	8.5757199917963227E+00
1.2294272624278780E+10	8.6113888767438347E+00
1.2294917791949455E+10	8.6663085083663471E+00
1.2295691993154263E+10	8.7267344553424042E+00
1.2296114582911520E+10	8.7162821756453823E+00
1.2296621690620230E+10	8.7339410832840141E+00
1.2297230219870682E+10	8.7752564800160684E+00
1.2297960454971224E+10	8.8387258718659556E+00
1.2298380580637314E+10	8.8327702215673778E+00
1.2298884731436623E+10	8.8472949418986868E+00
1.2299489712395790E+10	8.8793369903726980E+00
1.2300215689546793E+10	8.9170200483025521E+00
1.2300626405285347E+10	8.9014834353140166E+00
1.2301119264171614E+10	8.9271874949514132E+00
1.2301710694835131E+10	8.9645674856144186E+00
1.2302420411631351E+10	8.9943844639520378E+00
1.2302813912088978E+10	8.9618923046036993E+00
1.2303286112638130E+10	8.9527433238657839E+00
1.2303852753297112E+10	8.9573453063457631E+00
1.2304532722087891E+10	8.9964291650652566E+00
1.2304936322085506E+10	8.9813005110908986E+00
1.2305420642082645E+10	8.9728230995553666E+00
1.2306001826079212E+10	8.9638550266302186E+00
1.2306699246875092E+10	8.9671131902003403E+00
1.2307487434802101E+10	8.9705729071813352E+00
1.2308117985143707E+10	8.9154061287224007E+00
1.2308689359004658E+10	8.8411629718552494E+00
1.2309360941132181E+10	8.8319932311432598E+00
1.2310166839685207E+10	8.8680447359087431E+00
1.2311133917948841E+10	8.7964763016101504E+00
1.2312294411865202E+10	8.6405426263138327E+00
1.2313513958969055E+10	8.5979829545951265E+00
1.2314723371134125E+10	8.5530935924078832E+00
1.2315883923625593E+10	8.5823424806884674E+00
1.2317133006574604E+10	8.6787965367845850E+00
1.2318460193604630E+10	8.7990972040495077E+00
1.2319611443104685E+10	8.8506144004906950E+00
1.2320662024809809E+10	8.9777906704202337E+00
1.2321844516634386E+10	9.3161222768849896E+00
1.2323087652894926E+10	9.6724451391799509E+00
1.2324117474327425E+10	9.7997666551841167E+00
1.2325147248614937E+10	9.8460159066824318E+00
1.2326362135855015E+10	9.9246794748264247E+00
1.2327650335331545E+10	1.0059844696517450E+01
1.2328959003038853E+10	1.0367152864648544E+01
1.2330262353887171E+10	1.0806806592597789E+01
1.2331476098262732E+10	1.1058059350795787E+01
1.2332608263112741E+10	1.1222084190885186E+01
1.2333721298623774E+10	1.1422221632430350E+01
1.2334802733073183E+10	1.1644522352851169E+01
1.2335848659235687E+10	1.1852943974483157E+01
1.2336854337999895E+10	1.2061390215926373E+01
1.2337816292750179E+10	1.2315881235741186E+01
1.2338737652116117E+10	1.2618770487251645E+01
1.2339627247592834E+10	1.2895975271506614E+01
1.2340481395177937E+10	1.3081059529059219E+01
1.2341292694929964E+10	1.3223076554111620E+01
1.2342067018877071E+10	1.3359802875871701E+01
1.2342811655461596E+10	1.3500937064332302E+01
1.2343530795862465E+10	1.3636310692909456E+01
1.2344227816132490E+10	1.3788994332543616E+01
1.2344906324340572E+10	1.3950450194471330E+01
1.2345570894675070E+10	1.4091949666432679E+01
1.2346223478976044E+10	1.4268803612078393E+01
1.2346863056746342E+10	1.4471675928870258E+01
1.2347485679106468E+10	1.4661109564583709E+01
1.2348090928142471E+10	1.4811770090365137E+01
1.2348681469265650E+10	1.4888225894701185E+01
1.2349258967619816E+10	1.4980632837929990E+01
1.2349824944383690E+10	1.5060629378208745E+01
