1.303004e+01,3,31,27,26,2.444913e-07,1.664324e-07,7.805890e-08,2.260968e-04,1.988929e-04,1.545305e-04,2.600128e-01,5.312259e-01
1.384789e+01,3,33,20,29,5.052266e-07,2.289412e-07,2.762854e-07,2.879842e-04,2.211981e-04,2.355009e-04,4.427186e-01,8.404835e-01
3.496676e+02,8,35,11,4,2.796299e-07,2.796299e-07,2.997439e-08,2.364474e-04,2.364474e-04,1.123199e-04,2.936125e-01,1.143138e+00
3.496676e+02,8,36,11,4,2.997439e-08,2.796299e-07,2.997439e-08,1.123199e-04,2.364474e-04,1.123199e-04,2.936125e-01,1.143138e+00
1.512767e+03,3,38,25,16,2.313516e-07,1.738164e-07,5.753515e-08,2.219716e-04,2.017919e-04,1.395890e-04,3.211069e-01,2.447626e-01
2.072870e+03,2,40,17,35,4.985684e-07,2.189385e-07,2.796299e-07,2.867136e-04,2.179285e-04,2.364474e-04,3.633873e-01,6.868079e-01
2.742607e+03,9,42,10,1,1.838220e-07,1.838220e-07,7.133912e-08,2.055918e-04,2.055918e-04,1.499625e-04,2.937664e-01,1.117691e+00
2.742607e+03,9,43,10,1,7.133912e-08,1.838220e-07,7.133912e-08,1.499625e-04,2.055918e-04,1.499625e-04,2.937664e-01,1.117691e+00
2.981172e+03,3,45,42,43,2.551611e-07,1.838220e-07,7.133912e-08,2.293391e-04,2.055918e-04,1.499625e-04,3.101332e-01,4.857585e-01
3.009875e+03,3,47,40,36,5.285428e-07,4.985684e-07,2.997439e-08,2.923479e-04,2.867136e-04,1.123199e-04,4.973590e-01,8.310920e-01
3.465950e+03,9,49,2,12,2.657510e-07,2.657510e-07,1.170404e-07,2.324690e-04,2.324690e-04,1.768691e-04,3.515365e-01,8.868832e-01
3.465950e+03,9,50,2,12,1.170404e-07,2.657510e-07,1.170404e-07,1.768691e-04,2.324690e-04,1.768691e-04,3.515365e-01,8.868832e-01
3.469176e+03,9,52,49,50,2.657510e-07,2.657510e-07,1.170404e-07,2.324690e-04,2.324690e-04,1.768691e-04,3.886235e-01,1.210428e+00
3.469176e+03,9,53,49,50,1.170404e-07,2.657510e-07,1.170404e-07,1.768691e-04,2.324690e-04,1.768691e-04,3.886235e-01,1.210428e+00
3.472398e+03,3,55,53,52,3.827914e-07,1.170404e-07,2.657510e-07,2.625391e-04,1.768691e-04,2.324690e-04,3.977490e-01,3.317764e-01
3.951978e+03,2,57,28,47,8.094269e-07,2.808842e-07,5.285428e-07,3.369762e-04,2.368004e-04,2.923479e-04,3.607202e-01,1.395194e+00
4.809879e+03,2,59,7,13,1.511085e-07,9.986487e-08,5.124362e-08,1.925911e-04,1.677558e-04,1.343033e-04,2.418696e-01,7.030927e-01
5.424536e+03,2,61,9,30,4.912905e-07,2.141264e-07,2.771641e-07,2.853116e-04,2.163200e-04,2.357503e-04,3.031865e-01,1.336050e+00
6.762602e+03,9,63,38,21,2.313516e-07,2.313516e-07,8.242432e-08,2.219716e-04,2.219716e-04,1.573591e-04,3.737884e-01,1.001758e+00
6.762602e+03,9,64,38,21,8.242432e-08,2.313516e-07,8.242432e-08,1.573591e-04,2.219716e-04,1.573591e-04,3.737884e-01,1.001758e+00
8.804860e+03,1,66,3,33,7.492358e-07,2.440092e-07,5.052266e-07,3.284073e-04,2.259481e-04,2.879842e-04,2.759611e-01,5.015231e-01
9.808090e+03,8,68,19,24,1.766495e-07,1.766495e-07,1.556630e-07,2.028823e-04,2.028823e-04,1.945069e-04,7.933092e-01,1.189081e+00
9.808090e+03,8,69,19,24,1.556630e-07,1.766495e-07,1.556630e-07,1.945069e-04,2.028823e-04,1.945069e-04,7.933092e-01,1.189081e+00
9.829143e+03,9,71,68,69,1.766495e-07,1.766495e-07,1.556630e-07,2.028823e-04,2.028823e-04,1.945069e-04,7.976015e-01,1.018682e+00
9.829143e+03,9,72,68,69,1.556630e-07,1.766495e-07,1.556630e-07,1.945069e-04,2.028823e-04,1.945069e-04,7.976015e-01,1.018682e+00
1.460051e+04,4,74,63,71,3.883725e-07,2.313516e-07,1.766495e-07,2.638089e-04,2.219716e-04,2.028823e-04,6.862520e-01,4.072275e-01
1.460051e+04,4,75,63,71,1.962863e-08,2.313516e-07,1.766495e-07,9.753714e-05,2.219716e-04,2.028823e-04,6.862520e-01,4.072275e-01
1.665182e+04,9,77,61,64,4.912905e-07,4.912905e-07,8.242432e-08,2.853116e-04,2.853116e-04,1.573591e-04,5.804018e-01,1.044847e+00
1.665182e+04,9,78,61,64,8.242432e-08,4.912905e-07,8.242432e-08,1.573591e-04,2.853116e-04,1.573591e-04,5.804018e-01,1.044847e+00
1.303004e+01,3,31,27,26,2.444913e-07,1.664324e-07,7.805890e-08,2.260968e-04,1.988929e-04,1.545305e-04,2.600128e-01,5.312259e-01
1.384789e+01,3,33,20,29,5.052266e-07,2.289412e-07,2.762854e-07,2.879842e-04,2.211981e-04,2.355009e-04,4.427186e-01,8.404835e-01
3.496676e+02,8,35,11,4,2.796299e-07,2.796299e-07,2.997439e-08,2.364474e-04,2.364474e-04,1.123199e-04,2.936125e-01,1.143138e+00
3.496676e+02,8,36,11,4,2.997439e-08,2.796299e-07,2.997439e-08,1.123199e-04,2.364474e-04,1.123199e-04,2.936125e-01,1.143138e+00
1.512767e+03,3,38,25,16,2.313516e-07,1.738164e-07,5.753515e-08,2.219716e-04,2.017919e-04,1.395890e-04,3.211069e-01,2.447626e-01
2.072870e+03,2,40,17,35,4.985684e-07,2.189385e-07,2.796299e-07,2.867136e-04,2.179285e-04,2.364474e-04,3.633873e-01,6.868079e-01
2.742607e+03,9,42,10,1,1.838220e-07,1.838220e-07,7.133912e-08,2.055918e-04,2.055918e-04,1.499625e-04,2.937664e-01,1.117691e+00
2.742607e+03,9,43,10,1,7.133912e-08,1.838220e-07,7.133912e-08,1.499625e-04,2.055918e-04,1.499625e-04,2.937664e-01,1.117691e+00
2.981172e+03,3,45,42,43,2.551611e-07,1.838220e-07,7.133912e-08,2.293391e-04,2.055918e-04,1.499625e-04,3.101332e-01,4.857585e-01
3.009875e+03,3,47,40,36,5.285428e-07,4.985684e-07,2.997439e-08,2.923479e-04,2.867136e-04,1.123199e-04,4.973590e-01,8.310920e-01
3.465950e+03,9,49,2,12,2.657510e-07,2.657510e-07,1.170404e-07,2.324690e-04,2.324690e-04,1.768691e-04,3.515365e-01,8.868832e-01
3.465950e+03,9,50,2,12,1.170404e-07,2.657510e-07,1.170404e-07,1.768691e-04,2.324690e-04,1.768691e-04,3.515365e-01,8.868832e-01
3.469176e+03,9,52,49,50,2.657510e-07,2.657510e-07,1.170404e-07,2.324690e-04,2.324690e-04,1.768691e-04,3.886235e-01,1.210428e+00
3.469176e+03,9,53,49,50,1.170404e-07,2.657510e-07,1.170404e-07,1.768691e-04,2.324690e-04,1.768691e-04,3.886235e-01,1.210428e+00
3.472398e+03,3,55,53,52,3.827914e-07,1.170404e-07,2.657510e-07,2.625391e-04,1.768691e-04,2.324690e-04,3.977490e-01,3.317764e-01
3.951978e+03,2,57,28,47,8.094269e-07,2.808842e-07,5.285428e-07,3.369762e-04,2.368004e-04,2.923479e-04,3.607202e-01,1.395194e+00
4.809879e+03,2,59,7,13,1.511085e-07,9.986487e-08,5.124362e-08,1.925911e-04,1.677558e-04,1.343033e-04,2.418696e-01,7.030927e-01
5.424536e+03,2,61,9,30,4.912905e-07,2.141264e-07,2.771641e-07,2.853116e-04,2.163200e-04,2.357503e-04,3.031865e-01,1.336050e+00
6.762602e+03,9,63,38,21,2.313516e-07,2.313516e-07,8.242432e-08,2.219716e-04,2.219716e-04,1.573591e-04,3.737884e-01,1.001758e+00
6.762602e+03,9,64,38,21,8.242432e-08,2.313516e-07,8.242432e-08,1.573591e-04,2.219716e-04,1.573591e-04,3.737884e-01,1.001758e+00
8.804860e+03,1,66,3,33,7.492358e-07,2.440092e-07,5.052266e-07,3.284073e-04,2.259481e-04,2.879842e-04,2.759611e-01,5.015231e-01
9.808090e+03,8,68,19,24,1.766495e-07,1.766495e-07,1.556630e-07,2.028823e-04,2.028823e-04,1.945069e-04,7.933092e-01,1.189081e+00
9.808090e+03,8,69,19,24,1.556630e-07,1.766495e-07,1.556630e-07,1.945069e-04,2.028823e-04,1.945069e-04,7.933092e-01,1.189081e+00
9.829143e+03,9,71,68,69,1.766495e-07,1.766495e-07,1.556630e-07,2.028823e-04,2.028823e-04,1.945069e-04,7.976015e-01,1.018682e+00
9.829143e+03,9,72,68,69,1.556630e-07,1.766495e-07,1.556630e-07,1.945069e-04,2.028823e-04,1.945069e-04,7.976015e-01,1.018682e+00
