1.932016e+03,6.734324,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.933003e+03,6.780738,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.934005e+03,6.824832,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.935008e+03,6.868684,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.936011e+03,6.911458,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.937014e+03,6.952276,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.938016e+03,6.993873,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.939003e+03,7.036579,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.940005e+03,7.077433,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
1.941008e+03,7.117825,30,1.000009e+00,3.733384e-09, -1.006717e-08, 3.104342e-05, -5.545336e-04
