4.380000e+03,14.800091,28,1.000009e+00,3.751991e-09, -1.007661e-08, 3.104342e-05, -4.821475e-04
4.381003e+03,14.835636,28,1.000009e+00,3.751985e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
4.382005e+03,14.871483,28,1.000009e+00,3.751984e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
4.383008e+03,14.909589,28,1.000009e+00,3.751990e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
4.384011e+03,14.946055,28,1.000009e+00,3.751983e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
4.385014e+03,14.982182,28,1.000009e+00,3.751982e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
4.386000e+03,15.017822,28,1.000009e+00,3.751982e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
4.387003e+03,15.053971,28,1.000009e+00,3.751981e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
4.388005e+03,15.091288,28,1.000009e+00,3.751978e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
4.389008e+03,15.127508,28,1.000009e+00,3.751981e-09, -1.007662e-08, 3.104342e-05, -4.821475e-04
