4.483003e+03,15.090676,28,1.000009e+00,3.751964e-09, -1.007651e-08, 3.104342e-05, -4.821012e-04
4.484005e+03,15.130770,28,1.000009e+00,3.751964e-09, -1.007651e-08, 3.104342e-05, -4.821012e-04
4.485008e+03,15.167549,28,1.000009e+00,3.751969e-09, -1.007651e-08, 3.104342e-05, -4.821012e-04
4.486011e+03,15.203471,28,1.000009e+00,3.751980e-09, -1.007650e-08, 3.104342e-05, -4.821012e-04
4.487014e+03,15.238917,28,1.000009e+00,3.751988e-09, -1.007650e-08, 3.104342e-05, -4.821012e-04
4.488000e+03,15.274941,28,1.000009e+00,3.751991e-09, -1.007650e-08, 3.104342e-05, -4.821012e-04
4.489003e+03,15.313373,28,1.000009e+00,3.751981e-09, -1.007651e-08, 3.104342e-05, -4.821012e-04
4.490005e+03,15.350287,28,1.000009e+00,3.751980e-09, -1.007651e-08, 3.104342e-05, -4.821012e-04
4.491008e+03,15.389739,28,1.000009e+00,3.751983e-09, -1.007651e-08, 3.104342e-05, -4.821012e-04
4.492011e+03,15.425102,28,1.000009e+00,3.751983e-09, -1.007650e-08, 3.104342e-05, -4.821012e-04
