t,starx,stary,starz,starvx,starvy,starvz,star_sx, star_sy, star_sz, a1,i1,e1,s1x,s1y,s1z,mag1,pom1,Om1,f1,p1x,p1y,p1z,p1vx,p1vy,p1vz,a2,i2,e2,s2x,s2y,s2z,mag2,pom2,Om2,f2,p2x,p2y,p2z,p2vx,p2vy,p2vz
6120.000000,-0.000004,0.000000,0.000000,0.000012,-0.000037,0.000000,0.000000,-0.000001,18.250000,0.172851,0.008724,0.010087,-1.1848284142,1.2459110109,72.7437586465,72.7640744780,-4.706366,-2.210107,5.862795,0.068947,0.156762,-0.000333,-2.226024,0.968208,-0.020625,0.232620,0.007520,0.010009,10.9297720966,-5.8660078271,120.9138329042,121.5484469398,1.617730,0.931472,3.905850,0.169877,-0.161336,-0.001749,1.407150,1.502495,-0.001750
6160.000000,0.000003,0.000001,-0.000000,-0.000021,0.000020,-0.000000,0.000000,-0.000001,18.250000,0.172850,0.008723,0.009591,-0.9783245829,1.3830107438,72.7428070424,72.7625302894,-4.678803,-2.347867,3.327609,0.038007,-0.170284,0.001278,2.324522,0.523277,0.011257,0.232614,0.007520,0.010494,9.9879083121,-7.3899625067,120.9109881173,121.5476733871,1.617561,0.793706,1.075522,-0.208537,0.100352,0.001647,-0.920899,-1.869426,-0.004921
6200.000000,-0.000001,-0.000001,0.000000,0.000017,-0.000002,-0.000000,0.000000,-0.000001,18.250000,0.172851,0.008723,0.010061,-0.7586817126,1.4854283222,72.7418654854,72.7609860401,-4.709089,-2.485598,0.906845,-0.135625,0.105397,-0.001450,-1.500233,-1.899359,0.005147,0.232606,0.007520,0.010068,8.8342308163,-8.7641710829,120.9082070939,121.5468998846,1.665142,0.655964,4.440161,0.229529,-0.041263,-0.001299,0.346165,2.038833,0.010562
6240.000000,0.000001,0.000001,-0.000000,-0.000005,-0.000006,0.000000,0.000000,-0.000001,18.250000,0.172850,0.008723,0.009791,-0.5319233776,1.5526090240,72.7409295787,72.7594418150,-4.650978,-2.623361,4.668327,0.172881,0.003003,0.000724,-0.065201,2.403528,-0.018494,0.232602,0.007520,0.010310,7.4922884261,-9.9592194707,120.9055018432,121.5461262825,1.628382,0.518198,1.713065,-0.228280,-0.046242,0.000548,0.390286,-2.033489,-0.014737
6280.000000,-0.000001,0.000000,-0.000000,-0.000010,-0.000002,-0.000001,0.000000,-0.000001,18.250000,0.172848,0.008723,0.009966,-0.3036928193,1.5850199911,72.7399967376,72.7578974620,-4.700101,-2.761095,2.364554,-0.120520,-0.125597,0.000627,1.711636,-1.665634,0.019035,0.232600,0.007520,0.010170,5.9897508426,-10.9490257985,120.9029134937,121.5453527386,1.696725,0.380466,5.114864,0.200058,0.116789,0.000257,-1.066316,1.788065,0.015462
6320.000000,0.000002,0.000000,0.000000,0.000011,0.000019,0.000000,0.000000,-0.000001,18.250000,0.172846,0.008723,0.010046,-0.0792131618,1.5841967355,72.7390607986,72.7563531239,-4.633068,-2.898890,6.221102,-0.002946,0.171082,-0.001455,-2.429157,-0.043379,-0.004725,0.232601,0.007520,0.010069,4.3574968940,-11.7121981828,120.9004604777,121.5445791023,1.653605,0.242671,2.445063,-0.134986,-0.191610,-0.001155,1.674362,-1.195865,-0.011754
6360.000000,-0.000003,-0.000002,-0.000000,0.000007,-0.000033,0.000000,0.000000,-0.000001,18.250000,0.172843,0.008723,0.009885,0.1367101063,1.5524780918,72.7381146082,72.7548087389,-4.677170,-3.036678,3.949569,0.129946,-0.115730,0.001123,1.576078,1.795403,-0.014137,0.232606,0.007520,0.010280,2.6295004450,-12.2322321622,120.8981177624,121.5438054973,1.711079,0.104872,5.935974,0.047326,0.225433,0.001649,-2.050416,0.422992,0.004778
6400.000000,0.000002,0.000004,0.000000,-0.000036,0.000028,-0.000000,-0.000000,-0.000001,18.250000,0.172840,0.008724,0.010270,0.3399765730,1.4926550470,72.7371559518,72.7532642505,1.658585,3.108674,1.671419,-0.169937,-0.032397,0.000331,0.425901,-2.364972,0.020499,0.232611,0.007520,0.009813,0.8419483649,-12.4978668063,120.8958354899,121.5430318470,1.689275,-0.032961,3.276657,0.058916,-0.227353,-0.001694,1.986993,0.517719,0.004383
6440.000000,0.000001,-0.000005,0.000000,0.000055,0.000004,0.000000,-0.000000,-0.000001,18.250000,0.172836,0.008724,0.009864,0.5274195177,1.4080611168,72.7361803096,72.7517197975,1.640511,2.970851,5.723384,0.080672,0.151202,-0.001420,-2.145981,1.130602,-0.006539,0.232617,0.007521,0.010341,-0.9671974730,-12.5029462545,120.8935952956,121.5422581636,1.719576,-0.170764,0.604884,-0.157823,0.168164,0.001045,-1.533116,-1.422059,-0.012499
6480.000000,-0.000005,0.000003,-0.000000,-0.000041,-0.000046,-0.000000,-0.000000,-0.000001,18.250000,0.172838,0.008725,0.010404,0.6965290988,1.3024690871,72.7351800834,72.7501752594,1.663850,2.832979,3.526093,0.080200,-0.154971,0.001076,2.111406,1.103159,-0.014767,0.232616,0.007521,0.009684,-2.7594810119,-12.2463801955,120.8914549960,121.5414844998,1.724854,-0.308620,4.227701,0.220989,-0.075848,-0.000039,0.653237,1.958010,0.015523
6520.000000,0.000006,0.000001,0.000000,-0.000005,0.000066,-0.000000,-0.000000,-0.000001,18.250000,0.172847,0.008725,0.009987,0.8454700044,1.1795464517,72.7341536806,72.7486306469,1.683628,2.695130,1.399334,-0.172233,0.010113,0.000569,-0.164790,-2.403864,0.019539,0.232606,0.007521,0.010196,-4.4974533178,-11.7325381446,120.8894736143,121.5407107450,1.721686,-0.446462,1.671704,-0.225471,-0.058002,-0.001126,0.495731,-2.011240,-0.012035
6560.000000,-0.000004,-0.000005,-0.000000,0.000052,-0.000043,-0.000000,-0.000000,-0.000001,18.250000,0.172854,0.008722,0.010272,0.9733964199,1.0429301522,72.7330965042,72.7470860652,1.662669,2.556666,5.577491,0.098773,0.140179,-0.001495,-1.990852,1.383187,-0.000471,0.232595,0.007519,0.009911,-6.1448670288,-10.9718845018,120.8876116721,121.5399370417,1.769682,-0.584900,5.303575,0.162776,0.164303,0.001706,-1.493194,1.455273,0.002925
6600.000000,-0.000001,0.000006,0.000000,-0.000062,-0.000012,0.000000,-0.000000,-0.000001,18.250000,0.172835,0.008723,0.010393,1.0799676528,0.8962646089,72.7320023937,72.7455413931,1.718482,2.418612,3.477391,0.081134,-0.154517,0.000542,2.104963,1.114496,-0.019439,0.232610,0.007519,0.009735,-7.6670751277,-9.9805887090,120.8857808541,121.5391632549,1.725768,-0.722926,2.832396,-0.036060,-0.231968,-0.001487,2.028890,-0.321674,0.008280
6640.000000,0.000004,-0.000003,-0.000000,0.000026,0.000050,0.000000,-0.000000,-0.000001,18.250000,0.172830,0.008723,0.010104,1.1653183295,0.7426210586,72.7308709987,72.7439966531,1.693553,2.280856,1.520758,-0.172260,-0.012549,0.001211,0.150718,-2.402092,0.012663,0.232607,0.007519,0.010084,-9.0309464950,-8.7795252868,120.8840024762,121.5383894641,1.782925,-0.860677,0.266662,-0.106117,0.204438,0.000397,-1.860753,-0.959608,-0.015314
6680.000000,-0.000004,-0.000001,0.000000,0.000021,-0.000040,-0.000000,-0.000000,-0.000001,18.250000,0.172830,0.008724,0.010582,1.2302806509,0.5848189929,72.7296962116,72.7424519436,1.735050,2.143073,5.765319,0.059289,0.160638,-0.001194,-2.281777,0.828849,0.012818,0.232597,0.007520,0.009592,-10.2070354589,-7.3929510977,120.8823921132,121.5376156661,1.751751,-0.998451,4.081770,0.210640,-0.101670,0.000918,0.881725,1.863808,0.013164
6720.000000,0.000001,0.000003,0.000000,-0.000031,0.000003,0.000000,-0.000000,-0.000001,18.250000,0.172831,0.008724,0.010078,1.2757027239,0.4253133342,72.7284763049,72.7409071603,1.733079,2.005326,3.839984,0.132059,-0.113536,-0.000628,1.544212,1.820138,-0.018904,0.232586,0.007520,0.010064,-11.1710744444,-5.8491355153,120.8809274477,121.5368417853,1.782067,-1.136191,1.638343,-0.223726,-0.064044,-0.001729,0.550278,-1.997929,-0.002572
6760.000000,0.000000,-0.000001,-0.000000,0.000006,0.000013,0.000000,-0.000000,-0.000001,18.250000,0.172832,0.008724,0.010679,1.3027771086,0.2658587894,72.7272089262,72.7393622964,1.750448,1.867544,1.972645,-0.145008,-0.095319,0.001453,1.296027,-2.014767,-0.005672,0.232576,0.007520,0.009499,-11.9031576984,-4.1813568500,120.8794726316,121.5360679469,1.786314,-1.273995,5.464207,0.131119,0.190243,0.001361,-1.726614,1.172610,-0.009838
6800.000000,0.000000,0.000001,-0.000000,0.000005,0.000006,-0.000001,-0.000000,-0.000001,18.250000,0.172831,0.008724,0.010116,1.3127371439,0.1081092464,72.7258903144,72.7378174572,1.773395,1.729779,0.091058,-0.049521,0.163767,0.000200,-2.326318,-0.701174,0.021007,0.232573,0.007520,0.010055,-12.3868363729,-2.4252897544,120.8780871324,121.5352940282,-4.500501,-1.411767,3.093027,0.038196,-0.231782,0.000008,2.025664,0.332789,0.015437
6840.000000,0.000000,-0.000002,0.000000,0.000020,-0.000010,0.000000,-0.000000,-0.000001,18.250000,0.172828,0.008724,0.010679,1.3065945460,-0.0469537024,72.7245210111,72.7362725898,1.768310,1.592007,4.557546,0.172930,0.007382,-0.001510,-0.127784,2.398345,0.000671,0.232575,0.007520,0.009516,-12.6108056803,-0.6169547802,120.8769064731,121.5345200822,-4.472066,-1.549551,0.716059,-0.188663,0.133105,-0.001397,-1.214546,-1.699131,-0.009403
6880.000000,-0.000003,0.000002,-0.000000,-0.000030,-0.000026,0.000000,-0.000000,-0.000000,18.250000,0.172824,0.008724,0.010207,1.2854703831,-0.1984546226,72.7230966377,72.7347276266,1.811731,1.454216,2.785697,-0.020017,-0.173321,-0.000002,2.365760,-0.281815,-0.020785,0.232583,0.007520,0.009930,-12.5713097042,1.2062952211,120.8757977340,121.5337461517,-4.499689,-1.687362,4.664092,0.229525,0.038083,0.001681,-0.359520,2.041315,-0.004470
6920.000000,0.000004,0.000002,-0.000000,-0.000017,0.000051,-0.000000,-0.000000,-0.000000,18.250000,0.172820,0.008724,0.010593,1.2499448550,-0.3458034950,72.7216193188,72.7331826510,1.789457,1.316444,1.104862,-0.166741,0.042096,0.001500,-0.613700,-2.337942,0.000049,0.232591,0.007520,0.009599,-12.2696271177,3.0048429695,120.8746891693,121.5329721213,-4.443524,-1.825122,2.340758,-0.118754,-0.201777,-0.000483,1.767794,-1.057024,0.014866
6960.000000,0.000000,-0.000006,0.000000,0.000064,-0.000003,-0.000000,-0.000000,-0.000000,18.250000,0.172822,0.008724,0.010331,1.2006874001,-0.4885111402,72.7200854579,72.7316376989,1.846471,1.178637,5.626960,0.063664,0.159133,0.000017,-2.257289,0.886720,0.021155,0.232592,0.007520,0.009863,-11.7104209494,4.7403134310,120.8737798084,121.5321981016,-4.494324,-1.962932,0.108424,-0.073861,0.218138,-0.001140,-1.983932,-0.669491,-0.011863
7000.000000,-0.000006,0.000002,-0.000000,-0.000026,-0.000061,0.000000,-0.000000,-0.000000,18.250000,0.172842,0.008723,0.010335,1.1377770995,-0.6260200408,72.7184979497,72.7300926844,1.816721,1.040440,4.022113,0.157063,-0.074778,-0.001512,1.009920,2.165767,0.001957,0.232568,0.007519,0.009841,-10.9055670826,6.3778623188,120.8729850384,121.5314240567,-4.433258,-2.101108,4.071097,0.218738,-0.082872,0.001734,0.715074,1.933510,-0.002716
7040.000000,0.000004,0.000004,0.000000,-0.000050,0.000041,0.000000,-0.000000,-0.000000,18.250000,0.172822,0.008726,0.010639,1.0614027282,-0.7577572474,72.7168540620,72.7285476032,1.859938,0.902077,2.419863,-0.073023,-0.158143,-0.000356,2.159380,-1.015690,-0.020279,0.232585,0.007521,0.009488,-9.8735924123,7.8822688253,120.8721675232,121.5306499230,-4.461857,-2.239458,1.921538,-0.192398,-0.131987,-0.000520,1.153885,-1.714752,0.014805
7080.000000,0.000002,-0.000004,-0.000000,0.000046,0.000032,0.000000,-0.000000,-0.000000,18.250000,0.172814,0.008725,0.010128,0.9712680544,-0.8828290803,72.7151576240,72.7270025307,1.867134,0.764211,0.867021,-0.157612,0.068017,0.001380,-0.976546,-2.215794,-0.008061,0.232585,0.007521,0.010089,-8.6348587829,9.2204280006,120.8715584232,121.5298758099,-4.439610,-2.377319,5.975995,0.007930,0.230202,-0.001209,-2.092492,0.065708,-0.011247
7120.000000,-0.000004,-0.000000,-0.000000,0.000016,-0.000038,-0.000000,-0.000000,-0.000000,18.250000,0.172816,0.008725,0.010645,0.8673359063,-1.0001578938,72.7134071350,72.7254574724,1.876376,0.626378,5.607553,0.061978,0.159769,0.000812,-2.267188,0.862242,0.017692,0.232571,0.007521,0.009519,-7.2149281329,10.3662065857,120.8710433456,121.5291016439,-4.438495,-2.515149,3.815930,0.190328,-0.136616,0.001672,1.190237,1.679248,-0.004984
7160.000000,0.000001,0.000002,0.000000,-0.000022,-0.000006,-0.000000,-0.000000,-0.000000,18.250000,0.172817,0.008725,0.010073,0.7492448667,-1.1083118441,72.7116064062,72.7239123616,1.905302,0.488502,4.112227,0.167690,-0.045621,-0.001038,0.608707,2.313239,0.015330,0.232559,0.007521,0.010082,-5.6458243764,11.2949823995,120.8705191526,121.5283273995,-4.438147,-2.653051,1.724085,-0.211931,-0.096562,-0.000107,0.839657,-1.892723,0.015533
7200.000000,-0.000000,-0.000001,0.000000,-0.000004,-0.000000,0.000000,-0.000000,-0.000000,18.250000,0.172817,0.008725,0.010581,0.6171266348,-1.2054822358,72.7097562770,72.7223671959,1.895446,0.350655,2.726374,-0.015784,-0.173767,-0.001377,2.371658,-0.225663,-0.008957,0.232552,0.007521,0.009578,-3.9590725615,11.9857294034,120.8702370971,121.5275531754,-4.409164,-2.790915,5.856676,0.028350,0.228765,-0.001542,-2.076992,0.249063,-0.007125
7240.000000,-0.000000,0.000002,-0.000000,-0.000022,0.000011,0.000000,-0.000000,-0.000000,18.250000,0.172814,0.008725,0.010042,0.4710659559,-1.2896876540,72.7078589917,72.7208220287,1.937690,0.212782,1.315943,-0.171280,-0.019269,0.000151,0.246378,-2.399151,-0.020915,0.232556,0.007521,0.010108,-2.1900066749,12.4264184105,120.8699548422,121.5267788897,-4.428345,-2.928826,3.806933,0.190576,-0.136454,0.001306,1.187182,1.680198,-0.010466
7280.000000,0.000004,-0.000001,-0.000000,0.000019,0.000039,-0.000000,-0.000000,-0.000000,18.250000,0.172810,0.008725,0.010450,0.3117421073,-1.3584277862,72.7059194354,72.7192768813,1.916208,0.074938,6.263786,-0.054763,0.161990,0.001445,-2.302630,-0.778923,-0.005274,0.232565,0.007520,0.009733,-0.3779506265,12.6065371966,120.8697735109,121.5260045231,-4.382826,-3.066675,1.758489,-0.202485,-0.115199,0.000750,1.006370,-1.808883,0.014132
7320.000000,-0.000002,-0.000005,0.000000,0.000052,-0.000028,-0.000000,0.000000,-0.000000,18.250000,0.172807,0.008726,0.010046,0.1402420984,-1.4093555088,72.7039376879,72.7177317174,1.966784,-0.062903,4.899042,0.144010,0.094888,0.000905,-1.345951,1.999385,0.016673,0.232574,0.007521,0.010135,1.4412925330,12.5220332201,120.8697767366,121.5252301725,1.861593,3.078656,6.051477,-0.013601,0.229865,-0.001719,-2.090160,-0.128508,0.001953
7360.000000,-0.000005,0.000003,0.000000,-0.000032,-0.000057,-0.000000,0.000000,-0.000000,18.250000,0.172819,0.008726,0.010219,-0.0419100292,-1.4397397379,72.7019200061,72.7161865029,1.936007,-0.200801,3.685772,0.137560,-0.107069,-0.000676,1.454599,1.889442,0.018688,0.232561,0.007521,0.009898,3.2279245367,12.1771000865,120.8697318833,121.5244557645,1.922344,2.940776,4.004824,0.219363,-0.081571,0.000272,0.703476,1.936526,-0.015329
7400.000000,0.000003,0.000005,-0.000000,-0.000058,0.000030,-0.000000,0.000000,-0.000000,18.250000,0.172813,0.008723,0.010292,-0.2323037376,-1.4470824878,72.6998696036,72.7146412570,1.984307,-0.338936,2.449852,-0.047833,-0.167466,-0.001517,2.290435,-0.670652,0.001125,0.232564,0.007519,0.009827,4.9441847882,11.5765862580,120.8699416587,121.5236812691,1.887022,2.802650,2.126481,-0.150384,-0.178941,0.001645,1.568149,-1.340455,0.005585
7440.000000,0.000004,-0.000003,0.000000,0.000023,0.000051,0.000000,0.000000,-0.000000,18.250000,0.172802,0.008724,0.009838,-0.4281886267,-1.4291631575,72.6977886842,72.7130960172,1.968106,-0.476829,1.302672,-0.170894,-0.022201,-0.000856,0.288158,-2.394738,-0.017408,0.232566,0.007519,0.010314,6.5557318900,10.7356796083,120.8701139006,121.5229067774,1.935830,2.664768,0.147654,-0.112912,0.200591,-0.000950,-1.827047,-1.024751,0.013152
7480.000000,-0.000002,-0.000003,0.000000,0.000037,-0.000011,0.000000,0.000000,-0.000000,18.250000,0.172804,0.008724,0.010301,-0.6260702626,-1.3838781936,72.6956844358,72.7115507909,1.998099,-0.614668,0.129470,-0.090388,0.145201,0.000580,-2.064863,-1.281525,-0.019522,0.232551,0.007520,0.009862,8.0260811187,9.6716005345,120.8704711284,121.5221322469,1.914473,2.526925,4.542845,0.229389,0.040347,-0.001243,-0.378536,2.035496,-0.010863
7520.000000,-0.000001,0.000001,-0.000000,0.000000,-0.000016,0.000000,0.000000,-0.000000,18.250000,0.172805,0.008724,0.009705,-0.8217697721,-1.3098992423,72.6935606918,72.7100055538,1.992453,-0.752510,5.314555,0.089372,0.146769,0.001467,-2.076021,1.241671,-0.004471,0.232538,0.007520,0.010405,9.3274146742,8.4064276487,120.8708884229,121.5213576227,1.947443,2.389054,2.681546,-0.019549,-0.233881,0.001384,2.046561,-0.180737,-0.009527
7560.000000,0.000001,-0.000001,-0.000000,0.000010,-0.000006,-0.000000,0.000000,-0.000000,18.250000,0.172804,0.008724,0.010243,-1.0109080449,-1.2065368521,72.6914199235,72.7084602831,2.013901,-0.890356,4.247547,0.173539,-0.003777,0.001156,0.029993,2.394563,0.013346,0.232535,0.007520,0.009884,10.4302223708,6.9691207415,120.8713940652,121.5205829721,1.944229,2.251191,0.862810,-0.218215,0.075858,0.000917,-0.699985,-1.966337,0.013394
7600.000000,-0.000003,-0.000001,0.000000,-0.000004,-0.000036,-0.000000,0.000000,-0.000000,18.250000,0.172799,0.008724,0.009635,-1.1886187473,-1.0736986144,72.6892690986,72.7069149761,2.012925,-1.028214,3.263368,0.093239,-0.147443,0.000032,2.012257,1.275852,0.020780,0.232545,0.007520,0.010463,11.3131478354,5.3876379854,120.8720391842,121.5198083176,1.965158,2.113299,5.294759,0.129396,0.191576,-0.001577,-1.738545,1.152435,0.006722
7640.000000,-0.000002,0.000005,0.000000,-0.000055,-0.000008,-0.000000,0.000000,-0.000000,18.250000,0.172796,0.008724,0.010146,-1.3497391038,-0.9123729520,72.6871141003,72.7053696523,-4.257441,-1.166053,2.308933,-0.064155,-0.161696,-0.001070,2.214174,-0.898003,0.014671,0.232555,0.007519,0.009907,11.9576302020,3.6985614096,120.8727067765,121.5190335710,1.978744,1.975464,3.522687,0.166551,-0.165341,-0.000662,1.442065,1.463535,-0.014301
7680.000000,0.000005,0.000003,-0.000000,-0.000028,0.000060,0.000000,0.000000,-0.000000,18.250000,0.172804,0.008723,0.009624,-1.4892873605,-0.7245610176,72.6849579123,72.7038243301,-4.244304,-1.303998,1.382511,-0.165759,-0.047627,-0.001504,0.643682,-2.322555,0.000075,0.232549,0.007519,0.010519,12.3502196743,1.9346226391,120.8735559250,121.5182587627,1.985117,1.837534,1.805369,-0.185707,-0.140855,0.001626,1.233198,-1.661046,-0.005653
7720.000000,0.000004,-0.000005,0.000000,0.000049,0.000045,-0.000000,0.000000,-0.000000,18.250000,0.172801,0.008726,0.009862,-1.6025026580,-0.5130770464,72.6828047767,72.7022790085,-4.266747,-1.442195,0.520014,-0.140887,0.097455,-0.001110,-1.389878,-1.988721,-0.014255,0.232549,0.007522,0.010224,12.4843003229,0.1362065266,120.8744083724,121.5174839525,2.030178,1.699351,0.031752,-0.108549,0.202962,0.000614,-1.847584,-0.987411,0.014735
7760.000000,-0.000003,-0.000004,0.000000,0.000047,-0.000025,0.000000,0.000001,-0.000001,18.250000,0.172791,0.008726,0.009796,-1.6848696744,-0.2816960092,72.6806613831,72.7007336795,-4.209193,-1.580022,5.895552,-0.019745,0.170076,-0.000186,-2.410282,-0.288796,-0.021008,0.232548,0.007521,0.010362,12.3562259748,-1.6615817180,120.8754458795,121.5167091009,1.987249,1.561552,4.656737,0.217668,0.082130,-0.001631,-0.751690,1.931573,0.005788
7800.000000,-0.000003,0.000001,0.000000,-0.000001,-0.000032,0.000000,0.000000,-0.000001,18.250000,0.172794,0.008725,0.009756,-1.7324896352,-0.0352353817,72.6785334273,72.6991883243,-4.259283,-1.717872,5.144082,0.108994,0.133151,0.000771,-1.882606,1.513625,-0.018185,0.232530,0.007522,0.010305,11.9712337709,-3.4183357568,120.8764939757,121.5159341535,2.056387,1.423691,2.961999,0.070753,-0.223974,-0.000773,1.958601,0.614750,-0.013895
7840.000000,0.000001,0.000001,-0.000000,-0.000003,-0.000005,0.000000,0.000000,-0.000001,18.250000,0.172795,0.008725,0.009785,-1.7423856067,0.2207068407,72.6764244419,72.6976429382,-4.193416,-1.855707,4.328572,0.171827,0.023369,0.001381,-0.344577,2.372163,-0.008702,0.232520,0.007521,0.010311,11.3362522065,-5.0996491948,120.8776938565,121.5151591698,2.015699,1.285830,1.398698,-0.223496,-0.062532,0.001481,0.539453,-2.006445,-0.008136
7880.000000,-0.000001,-0.000002,-0.000000,0.000012,-0.000023,-0.000000,0.000000,-0.000001,18.250000,0.172792,0.008724,0.009746,-1.7125433957,0.4799939017,72.6743379455,72.6960975214,-4.247375,-1.993573,3.683215,0.147224,-0.093161,0.001505,1.265448,2.022474,0.002828,0.232524,0.007521,0.010355,10.4672920538,-6.6677444851,120.8789582312,121.5143841795,2.084371,1.147952,5.996355,-0.051751,0.224316,0.001047,-2.039490,-0.476825,0.012516
7920.000000,-0.000004,0.000002,0.000000,-0.000026,-0.000043,-0.000000,0.000000,-0.000001,18.250000,0.172787,0.008724,0.009777,-1.6419716927,0.7360453418,72.6722785374,72.6945520765,-4.183894,-2.131443,2.968187,0.060643,-0.163563,0.001207,2.235378,0.824578,0.012690,0.232537,0.007520,0.010257,9.3817133655,-8.0927539667,120.8803044017,121.5136091336,2.043999,1.010072,4.461190,0.227377,0.051330,-0.001243,-0.475556,2.013210,0.011079
7960.000000,-0.000000,0.000006,0.000000,-0.000064,0.000001,-0.000000,0.000000,-0.000001,18.250000,0.172789,0.008723,0.009713,-1.5308537577,0.9819830984,72.6702511788,72.6930066129,-4.229600,-2.269319,2.400431,-0.044466,-0.168236,0.000647,2.305150,-0.625503,0.018909,0.232540,0.007520,0.010391,8.1043964484,-9.3423263952,120.8817956604,121.5128339985,2.114003,0.872207,2.884729,0.066335,-0.225302,-0.001472,1.970877,0.574634,-0.008570
8000.000000,0.000005,0.000003,-0.000000,-0.000035,0.000056,-0.000000,0.000000,-0.000001,18.250000,0.172795,0.008725,0.009992,-1.3806579725,1.2108882943,72.6682602951,72.6914611300,-4.193133,-2.408029,1.788598,-0.128205,-0.116374,0.000005,1.596001,-1.793177,0.020947,0.232530,0.007522,0.010051,6.6622228031,-10.3937356467,120.8832721570,121.5120588285,2.094860,0.733538,1.416672,-0.216437,-0.083934,0.000621,0.731714,-1.943923,-0.014547
8040.000000,0.000004,-0.000003,-0.000000,0.000022,0.000049,-0.000000,0.000000,-0.000001,18.250000,0.172781,0.008726,0.009520,-1.1941480891,1.4160895903,72.6663094898,72.6899156297,-4.194163,-2.545857,1.248856,-0.168934,-0.033598,-0.000585,0.449294,-2.370911,0.019324,0.232534,0.007522,0.010610,5.0860759491,-11.2225326658,120.8849810598,121.5112836481,2.119950,0.595737,6.180241,-0.099283,0.207545,0.001711,-1.889571,-0.906424,0.002331
8080.000000,-0.000001,-0.000003,0.000000,0.000028,0.000008,-0.000000,0.000000,-0.000001,18.250000,0.172785,0.008725,0.010095,-0.9753071019,1.5914309010,72.6644016861,72.6883701059,-4.185791,-2.683683,0.738808,-0.163551,0.051554,-0.001034,-0.744363,-2.306692,0.015182,0.232514,0.007522,0.010020,3.4106382029,-11.8150363049,120.8866250655,121.5105084162,2.126772,0.457901,4.712523,0.197458,0.122725,0.000171,-1.112413,1.750433,0.015509
8120.000000,-0.000001,0.000001,0.000000,0.000002,0.000006,-0.000000,0.000000,-0.000001,18.250000,0.172785,0.008725,0.009536,-0.7292173226,1.7314918829,72.6625394705,72.6868245582,-4.182421,-2.821515,0.271675,-0.123003,0.119067,-0.001324,-1.693148,-1.740159,0.009764,0.232506,0.007522,0.010564,1.6696181578,-12.1574366372,120.8884789738,121.5097331039,2.143673,0.320049,3.298990,0.156714,-0.175015,-0.001620,1.526715,1.371625,0.006180
8160.000000,0.000003,0.000000,0.000000,0.000009,0.000032,0.000000,0.000000,-0.000001,18.250000,0.172781,0.008725,0.010141,-0.4619133556,1.8317818975,72.6607252342,72.6852789802,-4.167739,-2.959365,6.118450,-0.063429,0.158850,-0.001463,-2.255211,-0.904799,0.004198,0.232512,0.007521,0.009976,-0.0974596784,-12.2448099153,120.8903715847,121.5089577361,2.155152,0.182192,1.925872,-0.137702,-0.188319,-0.001205,1.656897,-1.235493,-0.011397
8200.000000,0.000003,-0.000004,0.000000,0.000049,0.000029,0.000000,0.000000,-0.000001,18.250000,0.172776,0.008725,0.009630,-0.1802083244,1.8889104743,72.6589611714,72.6837333681,-4.168940,-3.097201,5.741931,-0.000373,0.171334,-0.001494,-2.425701,-0.017235,-0.000789,0.232529,0.007521,0.010534,-1.8560425077,-12.0766165183,120.8923025613,121.5081823537,2.167736,0.044363,0.551213,-0.210155,0.094511,0.000780,-0.868682,-1.903619,-0.014013
8240.000000,-0.000002,-0.000006,-0.000000,0.000065,-0.000018,0.000000,-0.000000,-0.000001,18.250000,0.172798,0.008722,0.010153,0.1085155559,1.9007314634,72.6572491660,72.6821877222,2.118657,3.047855,5.402338,0.056111,0.162229,-0.001455,-2.294421,0.773609,-0.004845,0.232506,0.007520,0.009937,-3.5669397031,-11.6559436834,120.8944409780,121.5074069404,2.190157,-0.093742,5.462111,0.046262,0.226225,0.001726,-2.048663,0.403533,0.001579
8280.000000,-0.000005,-0.000002,0.000000,0.000032,-0.000052,-0.000000,-0.000000,-0.000001,18.250000,0.172774,0.008726,0.009860,0.3965511089,1.8664454099,72.6555906724,72.6806420391,2.159154,2.909315,5.071392,0.100506,0.139765,-0.001389,-1.973040,1.391405,-0.007853,0.232526,0.007522,0.010291,-5.1954014045,-10.9953583667,120.8965317385,121.5066314559,2.165149,-0.232253,4.188979,0.233110,0.016561,0.000525,-0.164669,2.056640,0.014769
8320.000000,-0.000003,0.000002,0.000000,-0.000005,-0.000039,-0.000000,-0.000000,-0.000001,18.250000,0.172774,0.008726,0.010117,0.6761277200,1.7866477326,72.6539866958,72.6790963181,2.118958,2.771476,4.864732,0.131868,0.111185,-0.001321,-1.571676,1.826623,-0.009899,0.232509,0.007522,0.009989,-6.7082860601,-10.1074166012,120.8987677593,121.5058558998,2.228743,-0.370074,2.883025,0.091281,-0.216272,-0.001268,1.894355,0.793716,0.010720
8360.000000,0.000000,0.000001,0.000000,-0.000003,-0.000009,0.000000,-0.000000,-0.000001,18.250000,0.172777,0.008726,0.009902,0.9396828742,1.6633217765,72.6524377566,72.6775505587,2.180045,2.633711,4.600698,0.151978,0.082542,-0.001274,-1.167864,2.100525,-0.011060,0.232494,0.007523,0.010215,-8.0722470528,-9.0132285407,120.9011376194,121.5050803007,2.190246,-0.507847,1.700752,-0.170412,-0.158562,-0.001666,1.395609,-1.530697,-0.004956
