,K,mag,filename
453,630.99,0.0373272212109469,IC453K6.3099e+02mag3.7327e-02.bin
454,217.47,0.15771177263708558,IC454K2.1747e+02mag1.5771e-01.bin
455,66.752,0.011784516950662259,IC455K6.6752e+01mag1.1785e-02.bin
458,409.2,0.9017225353329734,IC458K4.0920e+02mag9.0172e-01.bin
460,565.99,0.17850788113800886,IC460K5.6599e+02mag1.7851e-01.bin
462,84.346,0.6748026958578499,IC462K8.4346e+01mag6.7480e-01.bin
463,414.58,0.32863455640963746,IC463K4.1458e+02mag3.2863e-01.bin
467,320.44,0.5678481690862969,IC467K3.2044e+02mag5.6785e-01.bin
469,241.16,0.0018030197334546992,IC469K2.4116e+02mag1.8030e-03.bin
471,148.81,0.009668915950459458,IC471K1.4881e+02mag9.6689e-03.bin
472,192.61,0.2764792202224255,IC472K1.9261e+02mag2.7648e-01.bin
473,12.402999999999999,0.04770882150725614,IC473K1.2403e+01mag4.7709e-02.bin
476,236.05,0.01093139014245948,IC476K2.3605e+02mag1.0931e-02.bin
480,408.05,0.002665917704952598,IC480K4.0805e+02mag2.6659e-03.bin
482,539.72,0.7402914047500241,IC482K5.3972e+02mag7.4029e-01.bin
485,506.41,0.003283655162393013,IC485K5.0641e+02mag3.2837e-03.bin
486,128.7,0.0010446204518076354,IC486K1.2870e+02mag1.0446e-03.bin
488,85.227,0.04053268920743446,IC488K8.5227e+01mag4.0533e-02.bin
490,162.64,0.002775410840768743,IC490K1.6264e+02mag2.7754e-03.bin
492,80.387,0.08756499895171667,IC492K8.0387e+01mag8.7565e-02.bin
493,705.64,0.7255996308831006,IC493K7.0564e+02mag7.2560e-01.bin
494,14.082,0.0012129315731970215,IC494K1.4082e+01mag1.2129e-03.bin
495,37.681,0.8800279213540592,IC495K3.7681e+01mag8.8003e-01.bin
497,686.81,0.1680093459181974,IC497K6.8681e+02mag1.6801e-01.bin
499,808.39,0.08641184323353437,IC499K8.0839e+02mag8.6412e-02.bin
501,26.005,0.03456687007384105,IC501K2.6005e+01mag3.4567e-02.bin
504,419.26,0.010247456366461485,IC504K4.1926e+02mag1.0247e-02.bin
506,496.34,0.0010444768194820793,IC506K4.9634e+02mag1.0445e-03.bin
508,44.76,0.4649938028313171,IC508K4.4760e+01mag4.6499e-01.bin
509,324.9,0.00565763387090256,IC509K3.2490e+02mag5.6576e-03.bin
510,131.73,0.0015581022333783837,IC510K1.3173e+02mag1.5581e-03.bin
515,97.527,0.04141930501244196,IC515K9.7527e+01mag4.1419e-02.bin
516,419.89,0.13342191931586073,IC516K4.1989e+02mag1.3342e-01.bin
517,64.485,0.0011306020430828904,IC517K6.4485e+01mag1.1306e-03.bin
521,258.48,0.051321063301788566,IC521K2.5848e+02mag5.1321e-02.bin
525,316.64,0.013752002926807479,IC525K3.1664e+02mag1.3752e-02.bin
531,239.67,0.011610136171500474,IC531K2.3967e+02mag1.1610e-02.bin
537,62.376000000000005,0.031135892782327475,IC537K6.2376e+01mag3.1136e-02.bin
540,271.5,0.032855704324564285,IC540K2.7150e+02mag3.2856e-02.bin
541,110.0,0.5949811442859642,IC541K1.1000e+02mag5.9498e-01.bin
544,67.038,0.0029340368501631024,IC544K6.7038e+01mag2.9340e-03.bin
546,15.199000000000002,0.7555346484999467,IC546K1.5199e+01mag7.5553e-01.bin
548,78.972,0.0070894596698669295,IC548K7.8972e+01mag7.0895e-03.bin
550,54.316,0.1935384014771236,IC550K5.4316e+01mag1.9354e-01.bin
553,610.42,0.005745602179791213,IC553K6.1042e+02mag5.7456e-03.bin
556,457.36,0.006519889471551196,IC556K4.5736e+02mag6.5199e-03.bin
559,130.48,0.016305483104653042,IC559K1.3048e+02mag1.6305e-02.bin
561,813.53,0.6360106102355978,IC561K8.1353e+02mag6.3601e-01.bin
566,192.72,0.0012184814301171346,IC566K1.9272e+02mag1.2185e-03.bin
569,565.23,0.006809120838466904,IC569K5.6523e+02mag6.8091e-03.bin
570,80.20100000000001,0.4606351118497245,IC570K8.0201e+01mag4.6064e-01.bin
574,130.35,0.3658433141059571,IC574K1.3035e+02mag3.6584e-01.bin
575,196.4,0.007070110208253273,IC575K1.9640e+02mag7.0701e-03.bin
577,262.98,0.5930507745597045,IC577K2.6298e+02mag5.9305e-01.bin
581,17.155,0.8616291361882149,IC581K1.7155e+01mag8.6163e-01.bin
583,18.095,0.0022041676638369385,IC583K1.8095e+01mag2.2042e-03.bin
584,50.775,0.002266653539842847,IC584K5.0775e+01mag2.2667e-03.bin
587,81.22399999999999,0.3486647355011764,IC587K8.1224e+01mag3.4866e-01.bin
590,433.32,0.002557901806245362,IC590K4.3332e+02mag2.5579e-03.bin
591,134.03,0.0013772012052022395,IC591K1.3403e+02mag1.3772e-03.bin
597,261.32,0.03844884929844288,IC597K2.6132e+02mag3.8449e-02.bin
602,87.515,0.0022009961995860033,IC602K8.7515e+01mag2.2010e-03.bin
604,38.37,0.003047546730105493,IC604K3.8370e+01mag3.0475e-03.bin
605,53.867,0.03170214765366318,IC605K5.3867e+01mag3.1702e-02.bin
607,705.16,0.002522312175425261,IC607K7.0516e+02mag2.5223e-03.bin
609,303.3,0.0020155309748612353,IC609K3.0330e+02mag2.0155e-03.bin
614,481.83,0.07012490461370957,IC614K4.8183e+02mag7.0125e-02.bin
620,410.17,0.3068564682635301,IC620K4.1017e+02mag3.0686e-01.bin
622,209.56,0.4114514377877963,IC622K2.0956e+02mag4.1145e-01.bin
623,255.54,0.2527729438841282,IC623K2.5554e+02mag2.5277e-01.bin
629,790.46,0.4442200166114167,IC629K7.9046e+02mag4.4422e-01.bin
631,177.78,0.006036572788075549,IC631K1.7778e+02mag6.0366e-03.bin
632,460.37,0.021787867815348368,IC632K4.6037e+02mag2.1788e-02.bin
635,526.59,0.1989231805172861,IC635K5.2659e+02mag1.9892e-01.bin
636,77.87899999999999,0.0015996602580938555,IC636K7.7879e+01mag1.5997e-03.bin
637,79.597,0.06112525133566085,IC637K7.9597e+01mag6.1125e-02.bin
640,95.705,0.00433724640285365,IC640K9.5705e+01mag4.3372e-03.bin
642,118.09,0.006642366932976054,IC642K1.1809e+02mag6.6424e-03.bin
644,129.26,0.0051252757202627395,IC644K1.2926e+02mag5.1253e-03.bin
645,418.67,0.2199022271728604,IC645K4.1867e+02mag2.1990e-01.bin
646,869.27,0.0044476467124495,IC646K8.6927e+02mag4.4476e-03.bin
647,71.206,0.003223159951178525,IC647K7.1206e+01mag3.2232e-03.bin
650,575.28,0.007285546540181213,IC650K5.7528e+02mag7.2855e-03.bin
652,69.917,0.0360510230330694,IC652K6.9917e+01mag3.6051e-02.bin
657,57.608999999999995,0.029142890162238144,IC657K5.7609e+01mag2.9143e-02.bin
658,205.57,0.2261956857043359,IC658K2.0557e+02mag2.2620e-01.bin
659,133.06,0.16661364332015416,IC659K1.3306e+02mag1.6661e-01.bin
660,245.66,0.011412780658643646,IC660K2.4566e+02mag1.1413e-02.bin
668,292.1,0.026456064964473096,IC668K2.9210e+02mag2.6456e-02.bin
669,153.74,0.10962289500657843,IC669K1.5374e+02mag1.0962e-01.bin
672,456.94,0.15095298469103874,IC672K4.5694e+02mag1.5095e-01.bin
675,107.0,0.06586163265553567,IC675K1.0700e+02mag6.5862e-02.bin
678,110.61,0.04470406455238704,IC678K1.1061e+02mag4.4704e-02.bin
679,886.97,0.0059771097899821565,IC679K8.8697e+02mag5.9771e-03.bin
684,300.13,0.0177792609469931,IC684K3.0013e+02mag1.7779e-02.bin
685,145.39,0.17624755759190308,IC685K1.4539e+02mag1.7625e-01.bin
688,235.09,0.005989885815889198,IC688K2.3509e+02mag5.9899e-03.bin
693,533.49,0.15575175691445098,IC693K5.3349e+02mag1.5575e-01.bin
694,662.4,0.040296686105402366,IC694K6.6240e+02mag4.0297e-02.bin
695,287.88,0.2148348002590387,IC695K2.8788e+02mag2.1483e-01.bin
703,747.33,0.0011825296793356555,IC703K7.4733e+02mag1.1825e-03.bin
705,176.43,0.537022555306125,IC705K1.7643e+02mag5.3702e-01.bin
706,86.876,0.01515835614798755,IC706K8.6876e+01mag1.5158e-02.bin
710,508.77,0.12671582993052,IC710K5.0877e+02mag1.2672e-01.bin
711,130.23,0.09597795507709196,IC711K1.3023e+02mag9.5978e-02.bin
719,234.85,0.0011073242977580472,IC719K2.3485e+02mag1.1073e-03.bin
722,18.658,0.03568730083128629,IC722K1.8658e+01mag3.5687e-02.bin
725,97.928,0.42774873573575495,IC725K9.7928e+01mag4.2775e-01.bin
726,364.89,0.0018918203491245977,IC726K3.6489e+02mag1.8918e-03.bin
731,68.643,0.7000341155057614,IC731K6.8643e+01mag7.0003e-01.bin
735,226.75,0.9446001629589108,IC735K2.2675e+02mag9.4460e-01.bin
738,48.703,0.011088354302824314,IC738K4.8703e+01mag1.1088e-02.bin
739,587.77,0.0011332601467608024,IC739K5.8777e+02mag1.1333e-03.bin
740,145.39,0.023847207008573262,IC740K1.4539e+02mag2.3847e-02.bin
741,152.31,0.4467067107747433,IC741K1.5231e+02mag4.4671e-01.bin
744,35.44,0.0018664914418103809,IC744K3.5440e+01mag1.8665e-03.bin
745,812.91,0.001947738091983161,IC745K8.1291e+02mag1.9477e-03.bin
746,469.62,0.4461351764832285,IC746K4.6962e+02mag4.4614e-01.bin
754,229.9,0.02617219174337236,IC754K2.2990e+02mag2.6172e-02.bin
755,577.99,0.034459205607664974,IC755K5.7799e+02mag3.4459e-02.bin
757,784.05,0.2307214802514633,IC757K7.8405e+02mag2.3072e-01.bin
759,82.67399999999999,0.038645863255092526,IC759K8.2674e+01mag3.8646e-02.bin
762,229.15,0.9084751919011114,IC762K2.2915e+02mag9.0848e-01.bin
766,150.72,0.028343597448757925,IC766K1.5072e+02mag2.8344e-02.bin
768,168.43,0.13384034761383093,IC768K1.6843e+02mag1.3384e-01.bin
770,190.2,0.004001748367159373,IC770K1.9020e+02mag4.0017e-03.bin
771,57.663999999999994,0.0030763084546797425,IC771K5.7664e+01mag3.0763e-03.bin
772,34.158,0.027780997052610387,IC772K3.4158e+01mag2.7781e-02.bin
773,610.27,0.2667434681171121,IC773K6.1027e+02mag2.6674e-01.bin
775,56.425,0.005501667045480681,IC775K5.6425e+01mag5.5017e-03.bin
777,20.199,0.008073648339837064,IC777K2.0199e+01mag8.0736e-03.bin
778,683.09,0.1654793758169967,IC778K6.8309e+02mag1.6548e-01.bin
781,250.64,0.3234353588287232,IC781K2.5064e+02mag3.2344e-01.bin
783,68.554,0.0013965697958101412,IC783K6.8554e+01mag1.3966e-03.bin
784,74.854,0.4670978671925068,IC784K7.4854e+01mag4.6710e-01.bin
787,162.63,0.1110603442942848,IC787K1.6263e+02mag1.1106e-01.bin
791,261.11,0.025493766223182158,IC791K2.6111e+02mag2.5494e-02.bin
793,372.66,0.005925889661451026,IC793K3.7266e+02mag5.9259e-03.bin
794,474.27,0.9345769675380896,IC794K4.7427e+02mag9.3458e-01.bin
799,984.51,0.006899267978913715,IC799K9.8451e+02mag6.8993e-03.bin
801,103.89,0.007518714242125721,IC801K1.0389e+02mag7.5187e-03.bin
808,827.37,0.004451453636108505,IC808K8.2737e+02mag4.4515e-03.bin
809,12.369000000000002,0.12924142880830838,IC809K1.2369e+01mag1.2924e-01.bin
811,153.82,0.0354038579602272,IC811K1.5382e+02mag3.5404e-02.bin
812,102.32,0.06573290336968624,IC812K1.0232e+02mag6.5733e-02.bin
824,73.242,0.005378450852163182,IC824K7.3242e+01mag5.3785e-03.bin
825,298.1,0.13955720840512176,IC825K2.9810e+02mag1.3956e-01.bin
826,985.97,0.027239309417950226,IC826K9.8597e+02mag2.7239e-02.bin
834,168.22,0.00407399112863214,IC834K1.6822e+02mag4.0740e-03.bin
836,545.64,0.0030946061461264588,IC836K5.4564e+02mag3.0946e-03.bin
838,205.01,0.052533665497287815,IC838K2.0501e+02mag5.2534e-02.bin
839,241.58,0.13670256476447915,IC839K2.4158e+02mag1.3670e-01.bin
842,184.68,0.08707667304346463,IC842K1.8468e+02mag8.7077e-02.bin
847,752.68,0.08453030334486715,IC847K7.5268e+02mag8.4530e-02.bin
853,58.097,0.0013295697275459589,IC853K5.8097e+01mag1.3296e-03.bin
854,108.41,0.2745852452781676,IC854K1.0841e+02mag2.7459e-01.bin
861,308.33,0.12196729370631185,IC861K3.0833e+02mag1.2197e-01.bin
863,352.71,0.015748928210697802,IC863K3.5271e+02mag1.5749e-02.bin
864,191.28,0.8634740919786201,IC864K1.9128e+02mag8.6347e-01.bin
866,103.4,0.8778237166987891,IC866K1.0340e+02mag8.7782e-01.bin
868,22.058000000000003,0.008287465505697053,IC868K2.2058e+01mag8.2875e-03.bin
870,89.139,0.0818042727844851,IC870K8.9139e+01mag8.1804e-02.bin
871,191.7,0.002786970969478604,IC871K1.9170e+02mag2.7870e-03.bin
874,726.97,0.009672683243946186,IC874K7.2697e+02mag9.6727e-03.bin
875,117.52,0.0011780151223544655,IC875K1.1752e+02mag1.1780e-03.bin
882,189.09,0.02562885811804255,IC882K1.8909e+02mag2.5629e-02.bin
890,212.42,0.01705375172343113,IC890K2.1242e+02mag1.7054e-02.bin
899,69.82600000000001,0.026861998417224264,IC899K6.9826e+01mag2.6862e-02.bin
900,73.52,0.008355718118324256,IC900K7.3520e+01mag8.3557e-03.bin
901,338.09,0.002582741364195471,IC901K3.3809e+02mag2.5827e-03.bin
906,163.98,0.20185166301681515,IC906K1.6398e+02mag2.0185e-01.bin
908,36.661,0.16123546721572946,IC908K3.6661e+01mag1.6124e-01.bin
912,252.8,0.02701171955918969,IC912K2.5280e+02mag2.7012e-02.bin
915,655.24,0.3938566182337209,IC915K6.5524e+02mag3.9386e-01.bin
918,317.11,0.5241146919084828,IC918K3.1711e+02mag5.2411e-01.bin
920,230.89,0.5382536660933658,IC920K2.3089e+02mag5.3825e-01.bin
922,52.365,0.0076748017381162645,IC922K5.2365e+01mag7.6748e-03.bin
927,187.6,0.002674344907279679,IC927K1.8760e+02mag2.6743e-03.bin
928,149.04,0.12863123965310894,IC928K1.4904e+02mag1.2863e-01.bin
929,128.15,0.002196883820766013,IC929K1.2815e+02mag2.1969e-03.bin
930,239.09,0.7725578183768133,IC930K2.3909e+02mag7.7256e-01.bin
932,91.30799999999999,0.022390986782634143,IC932K9.1308e+01mag2.2391e-02.bin
935,280.08,0.4424258487990323,IC935K2.8008e+02mag4.4243e-01.bin
936,284.14,0.02168883540439407,IC936K2.8414e+02mag2.1689e-02.bin
938,342.93,0.001450205435347434,IC938K3.4293e+02mag1.4502e-03.bin
943,295.61,0.09519593487433678,IC943K2.9561e+02mag9.5196e-02.bin
946,419.64,0.005510539720203325,IC946K4.1964e+02mag5.5105e-03.bin
951,144.4,0.0014167965752790528,IC951K1.4440e+02mag1.4168e-03.bin
957,645.07,0.020720997761275884,IC957K6.4507e+02mag2.0721e-02.bin
